timestamp_sec,ego_x,ego_y,ego_yaw,ego_velocity,ai_x,ai_y,ai_yaw,mppi_mode,throttle,steering
1777586136.703488,-48.866682,-40.014310,-0.000592,4.404210,-24.800000,-40.000000,0.000000,0,10.000000,0.004384
1777586136.733492,-48.734004,-40.018181,-0.000548,4.663403,-24.500000,-40.000000,0.000000,0,10.000000,0.004384
1777586136.753435,-48.638632,-40.018523,-0.000503,4.834907,-24.300000,-40.000000,0.000000,0,10.000000,0.004386
1777586136.783462,-48.496651,-40.021783,-0.000431,5.090243,-24.000000,-40.000000,0.000000,0,10.000000,0.004387
1777586136.803519,-48.391072,-40.020718,-0.000382,5.259194,-23.800000,-40.000000,0.000000,0,10.000000,0.004392
1777586136.833565,-48.223365,-40.017269,-0.000304,5.510727,-23.500000,-40.000000,0.000000,0,10.000000,0.004403
1777586136.853459,-48.106675,-40.023105,-0.000251,5.677163,-23.300000,-40.000000,0.000000,0,10.000000,0.004400
1777586136.883769,-47.930421,-40.023072,-0.000167,5.924952,-23.000000,-40.000000,0.000000,0,10.000000,0.004413
1777586136.903574,-47.812199,-40.021879,-0.000109,6.088910,-22.800000,-40.000000,0.000000,0,10.000000,-0.000019
1777586136.933616,-47.625665,-40.027427,-0.000080,6.333011,-22.500000,-40.000000,0.000000,0,10.000000,-0.000025
1777586136.953480,-47.496014,-40.028662,-0.000081,6.494528,-22.300000,-40.000000,0.000000,0,10.000000,-0.000027
1777586136.983553,-47.301624,-40.028882,-0.000081,6.734993,-22.000000,-40.000000,0.000000,0,10.000000,-0.000030
1777586137.003540,-47.165649,-40.025585,-0.000082,6.894106,-21.800000,-40.000000,0.000000,0,10.000000,-0.000028
1777586137.033516,-46.960152,-40.026359,-0.000082,7.130991,-21.500000,-40.000000,0.000000,0,10.000000,-0.000031
1777586137.053546,-46.814023,-40.027631,-0.000083,7.287735,-21.300000,-40.000000,0.000000,0,10.000000,-0.000034
1777586137.083540,-46.586978,-40.025091,-0.000083,7.521093,-21.000000,-40.000000,0.000000,0,10.000000,-0.000033
1777586137.103539,-46.436427,-40.026432,-0.000084,7.675503,-20.800000,-40.000000,0.000000,0,10.000000,-0.000037
1777586137.133387,-46.204888,-40.022671,-0.000085,7.905387,-20.500000,-40.000000,0.000000,0,10.000000,-0.000034
1777586137.153423,-46.044134,-40.022539,-0.000086,8.057498,-20.300000,-40.000000,0.000000,0,10.000000,-0.000036
1777586137.183665,-45.799799,-40.030371,-0.000086,8.283960,-20.000000,-40.000000,0.000000,0,10.000000,0.004382
1777586137.203461,-45.637662,-40.032055,-0.000047,8.433804,-19.800000,-40.000000,0.000000,0,10.000000,0.004382
1777586137.233605,-45.374421,-40.032673,0.000076,8.656894,-19.500000,-40.000000,0.000000,0,10.000000,0.004385
1777586137.253351,-45.198833,-40.029261,0.000159,8.804510,-19.300000,-40.000000,0.000000,0,10.000000,0.004389
1777586137.283447,-44.929612,-40.033595,0.000287,9.024278,-19.000000,-40.000000,0.000000,0,10.000000,0.004389
1777586137.303392,-44.743390,-40.032159,0.000374,9.169696,-18.800000,-40.000000,0.000000,0,10.000000,0.004392
1777586137.333476,-44.464459,-40.030858,0.000508,9.386193,-18.500000,-40.000000,0.000000,0,10.000000,0.004397
1777586137.353502,-44.275472,-40.027201,0.000598,9.529446,-18.300000,-40.000000,0.000000,0,10.000000,-0.000021
1777586137.383617,-43.987242,-40.031429,0.000644,9.742722,-18.000000,-40.000000,0.000000,0,10.000000,-0.000032
1777586137.403455,-43.788739,-40.027836,0.000643,9.883842,-17.800000,-40.000000,0.000000,0,10.000000,-0.000021
1777586137.433458,-43.489088,-40.026513,0.000643,10.093941,-17.500000,-40.000000,0.000000,0,10.000000,-0.000018
1777586137.453354,-43.287845,-40.026917,0.000642,10.232959,-17.300000,-40.000000,0.000000,0,10.000000,-0.000019
1777586137.483403,-42.976644,-40.025595,0.000642,10.439930,-17.000000,-40.000000,0.000000,0,10.000000,-0.000016
1777586137.503479,-42.765783,-40.029009,0.000641,10.576879,-16.800000,-40.000000,0.000000,0,10.000000,-0.000022
1777586137.533484,-42.446176,-40.029552,0.000640,10.780768,-16.500000,-40.000000,0.000000,0,10.000000,-0.000023
1777586137.553444,-42.233105,-40.028943,0.000640,10.915679,-16.300000,-40.000000,0.000000,0,10.000000,-0.000021
1777586137.583805,-41.905816,-40.030715,0.000639,11.116532,-16.000000,-40.000000,0.000000,0,10.000000,-0.000023
1777586137.603451,-41.682496,-40.028376,0.000639,11.249434,-15.800000,-40.000000,0.000000,0,10.000000,-0.000018
1777586137.633492,-41.340291,-40.025567,0.000638,11.447297,-15.500000,-40.000000,0.000000,0,10.000000,-0.000012
1777586137.653562,-41.110544,-40.027421,0.000637,11.578221,-15.300000,-40.000000,0.000000,0,10.000000,-0.000015
1777586137.683460,-40.757837,-40.028282,0.000637,11.773138,-15.000000,-40.000000,0.000000,0,10.000000,-0.000015
1777586137.703672,-40.519658,-40.026187,0.000637,11.902112,-14.800000,-40.000000,0.000000,0,10.000000,-0.000011
1777586137.733846,-40.164972,-40.026044,0.000636,12.094128,-14.500000,-40.000000,0.000000,0,10.000000,-0.000011
1777586137.753537,-39.922852,-40.028710,0.000636,12.221181,-14.300000,-40.000000,0.000000,0,10.000000,-0.000014
1777586137.783448,-39.553561,-40.026874,0.000635,12.410338,-14.000000,-40.000000,0.000000,0,10.000000,-0.000011
1777586137.803538,-39.304757,-40.022845,0.000635,12.535500,-13.800000,-40.000000,0.000000,0,10.000000,-0.000006
1777586137.833525,-38.921163,-40.019671,0.000635,12.721841,-13.500000,-40.000000,0.000000,0,10.000000,-0.000002
1777586137.853671,-38.663007,-40.019063,0.000635,12.845140,-13.300000,-40.000000,0.000000,0,10.000000,-0.000002
1777586137.883585,-38.270610,-40.021568,0.000634,13.028706,-13.000000,-40.000000,0.000000,0,10.000000,-0.000003
1777586137.903546,-38.013247,-40.020750,0.000634,13.150169,-12.800000,-40.000000,0.000000,0,10.000000,-0.000003
1777586137.933426,-37.616331,-40.017350,0.000634,13.331003,-12.500000,-40.000000,0.000000,0,10.000000,-0.000000
1777586137.953421,-37.350515,-40.015622,0.000634,13.450657,-12.300000,-40.000000,0.000000,0,10.000000,0.000001
1777586137.983511,-36.946140,-40.015835,0.000634,13.628799,-12.000000,-40.000000,0.000000,0,10.000000,0.000001
1777586138.003384,-36.672746,-40.018313,0.000634,13.746672,-11.800000,-40.000000,0.000000,0,10.000000,-0.000000
1777586138.033450,-36.255212,-40.016914,0.000634,13.922161,-11.500000,-40.000000,0.000000,0,10.000000,0.000000
1777586138.053511,-35.977245,-40.013223,0.000634,14.038279,-11.300000,-40.000000,0.000000,0,10.000000,0.000002
1777586138.083372,-35.557113,-40.011486,0.000634,14.211156,-11.000000,-40.000000,0.000000,0,10.000000,-0.004435
