timestamp_sec,ego_x,ego_y,ego_yaw,ego_velocity,ai_x,ai_y,ai_yaw,mppi_mode,throttle,steering
1777586138.103338,-35.273323,-40.012521,0.000565,14.325541,-10.800000,-40.000000,0.000000,0,10.000000,0.000003
1777586138.133449,-34.845102,-40.015655,0.000496,14.495848,-10.500000,-40.000000,0.000000,0,10.000000,-0.000010
1777586138.153450,-34.550900,-40.017598,0.000496,14.608534,-10.300000,-40.000000,0.000000,0,10.000000,-0.000012
1777586138.183691,-34.113437,-40.018329,0.000495,14.776301,-10.000000,-40.000000,0.000000,0,10.000000,-0.000011
1777586138.203442,-33.815641,-40.017229,0.000495,14.887310,-9.800000,-40.000000,0.000000,0,10.000000,-0.000009
1777586138.233561,-33.357428,-40.011692,0.000494,15.052580,-9.500000,-40.000000,0.000000,0,10.000000,0.000000
1777586138.253384,-33.059350,-40.009604,0.000494,15.161936,-9.300000,-40.000000,0.000000,0,10.000000,0.000003
1777586138.283485,-32.603832,-40.009353,0.000494,15.324744,-9.000000,-40.000000,0.000000,0,10.000000,0.000003
1777586138.303477,-32.297911,-40.006773,0.000494,15.432473,-8.800000,-40.000000,0.000000,0,10.000000,0.000006
1777586138.333403,-31.823586,-40.003001,0.000495,15.592857,-8.500000,-40.000000,0.000000,0,10.000000,0.000009
1777586138.353698,-31.510844,-40.005854,0.000495,15.698982,-8.300000,-40.000000,0.000000,0,10.000000,0.000006
1777586138.383793,-31.037300,-40.011187,0.000495,15.856979,-8.000000,-40.000000,0.000000,0,10.000000,0.000001
1777586138.403606,-30.717708,-40.010868,0.000495,15.961523,-7.800000,-40.000000,0.000000,0,10.000000,0.000000
1777586138.433529,-30.237423,-40.011903,0.000495,16.117168,-7.500000,-40.000000,0.000000,0,10.000000,-0.000002
1777586138.453576,-29.913647,-40.011744,0.000495,16.220155,-7.300000,-40.000000,0.000000,0,10.000000,-0.000001
1777586138.483534,-29.421555,-40.011546,0.000495,16.373483,-7.000000,-40.000000,0.000000,0,10.000000,-0.000001
1777586138.503517,-29.097830,-40.010480,0.000495,16.474937,-6.800000,-40.000000,0.000000,0,10.000000,0.000001
1777586138.533531,-28.604307,-40.013416,0.000495,16.625982,-6.500000,-40.000000,0.000000,0,10.000000,-0.000003
1777586138.553467,-28.268454,-40.010503,0.000495,16.725926,-6.300000,-40.000000,0.000000,0,10.000000,0.000001
1777586138.583362,-27.766116,-40.012032,0.000495,16.874722,-6.000000,-40.000000,0.000000,0,10.000000,-0.000001
1777586138.603419,-27.429018,-40.012591,0.000495,16.973178,-5.800000,-40.000000,0.000000,0,10.000000,0.004438
1777586138.633844,-26.919363,-40.011185,0.000660,17.119754,-5.500000,-40.000000,0.000000,0,10.000000,0.000007
1777586138.653822,-26.576957,-40.012761,0.000744,17.216749,-5.300000,-40.000000,0.000000,0,10.000000,0.000006
1777586138.683882,-26.060273,-40.013534,0.000744,17.361148,-5.000000,-40.000000,0.000000,0,10.000000,0.000004
1777586138.703789,-25.708578,-40.012444,0.000744,17.456694,-4.800000,-40.000000,0.000000,0,10.000000,0.000005
1777586138.733801,-25.181414,-40.009291,0.000744,17.598943,-4.500000,-40.000000,0.000000,0,10.000000,0.000008
1777586138.753822,-24.829517,-40.006515,0.000745,17.693066,-4.300000,-40.000000,0.000000,0,10.000000,-0.004435
1777586138.783885,-24.293835,-40.006488,0.000573,17.833192,-4.000000,-40.000000,0.000000,0,10.000000,0.000015
1777586138.803652,-23.937952,-40.007488,0.000487,17.925920,-3.800000,-40.000000,0.000000,0,10.000000,0.000005
1777586138.833612,-23.396495,-40.006949,0.000487,18.063964,-3.500000,-40.000000,0.000000,0,10.000000,0.000005
1777586138.853568,-23.038680,-40.004195,0.000487,18.155306,-3.300000,-40.000000,0.000000,0,10.000000,0.000008
1777586138.883501,-22.492295,-40.009924,0.000488,18.291296,-3.000000,-40.000000,0.000000,0,10.000000,0.000000
1777586138.903479,-22.125969,-40.009805,0.000488,18.381278,-2.800000,-40.000000,0.000000,0,10.000000,-0.000003
1777586138.933454,-21.573895,-40.001046,0.000488,18.515242,-2.500000,-40.000000,0.000000,0,10.000000,0.000019
1777586138.953503,-21.204274,-40.001773,0.000488,18.603885,-2.300000,-40.000000,0.000000,0,10.000000,0.000014
1777586138.983499,-20.648746,-40.000937,0.000489,18.735855,-2.000000,-40.000000,0.000000,0,10.000000,0.000012
1777586139.003439,-20.275327,-40.001220,0.000490,18.823178,-1.800000,-40.000000,0.000000,0,10.000000,-0.004437
1777586139.033522,-19.708827,-40.002263,0.000307,18.953177,-1.500000,-40.000000,0.000000,0,10.000000,0.000009
1777586139.053499,-19.332176,-40.004506,0.000215,19.039206,-1.300000,-40.000000,0.000000,0,10.000000,-0.000001
1777586139.083590,-18.759350,-40.002799,0.000215,19.167276,-1.000000,-40.000000,0.000000,0,10.000000,0.000002
1777586139.103538,-18.371427,-40.003637,0.000215,19.252017,-0.800000,-40.000000,0.000000,0,10.000000,-0.000000
1777586139.133481,-17.790828,-39.999070,0.000215,19.378181,-0.500000,-40.000000,0.000000,0,10.000000,0.000010
